# FP1-F7,C3-P3,C4-P4,CZ-PZ,F3-C3,F4-C4,F7-T7,F8-T8,FP1-F3,FP2-F4,FP2-F8,FT10-T8,FT9-FT10,FZ-CZ,P3-O1,P4-O2,P7-O1,P7-T7,P8-O2,T7-FT9,T7-P7,T8-P8-0,T8-P8-1,Outcome
-4.9e-05,0.000138901,0.00018149,8.01e-06,0.000131477,-0.000389353,-1.23e-05,0.000372943,-0.000291673,-0.000220952,-0.00026315,-4.98e-05,0.000155311,1.27e-05,1.86e-05,0.000363565,-0.000170159,-0.00023072,0.000632381,9.59e-05,0.000231111,-0.0008078139999999,-0.0008078139999999,1.0
5.65e-05,-1.37e-06,7.4e-05,6.19e-05,-4.71e-05,-1.97e-05,-2.68e-05,-1.15e-05,0.000101783,-3.3799999999999995e-05,-3.97e-05,3.11e-05,-7.64e-05,5.06e-05,-4.49e-06,8.070000000000001e-05,0.000157265,0.00013812,0.000140855,-1.97e-05,-0.000137729,1.15e-05,1.15e-05,1.0
-1.89e-05,9.77e-07,1.89e-05,1.27e-05,2.4e-05,-4e-05,6.84e-06,-1.7e-05,-3.85e-05,1.95e-07,-2.99e-05,-9.18e-06,2.36e-05,2.21e-05,-1.5399999999999998e-05,-3.97e-05,2.48e-05,4.3200000000000007e-05,-3.71e-06,-1.04e-05,-4.28e-05,-7.62e-06,-7.62e-06,0.0
5.610000000000001e-05,-5.1e-05,-1.66e-05,-0.000164298,-0.000101001,-5.86e-07,-3.54e-05,-2.52e-05,0.000428034,0.00013304,5.02e-05,-5.8e-05,-3.61e-05,9.36e-05,-0.000310037,-3.15e-05,-4.28e-05,1.27e-05,-6.84e-06,0.000165079,-1.23e-05,6.47e-05,6.47e-05,1.0
-0.000148571,7.59e-05,5.07e-05,2.9e-05,8.35e-05,8.06e-05,4.25e-05,-1.03e-05,-4.25e-05,-0.000184322,-3.08e-05,-2.37e-05,0.000225348,7.47e-05,4.78e-05,3.4899999999999995e-05,0.000138022,-0.000130989,3.37e-05,-3.22e-06,0.000131575,-7.91e-06,-7.91e-06,0.0
-0.00010022,-8.89e-05,-0.000193602,-0.000167814,6.43e-05,-5.2900000000000005e-05,8.62e-05,-5.8e-05,-0.00013265,-0.0001236629999999,-9.01e-05,-6.35e-05,-1.89e-05,-0.000146325,-0.000248694,-8.79e-06,-0.000340904,5.22e-05,-1.62e-05,-5.920000000000001e-05,-5.18e-05,-0.0002147009999999,-0.0002147009999999,1.0
-7.64e-05,-1.86e-05,1.11e-05,1.37e-06,-0.000141245,-2.95e-05,0.00036083,9.96e-06,0.0002213429999999,-0.000100611,-0.0001994629999999,9.63e-05,1.04e-05,-3.77e-05,-0.000122491,-0.000122491,-0.00010022,0.000246349,-6.620000000000001e-05,-0.000424518,-0.000245958,1.39e-05,1.39e-05,0.0
-2.79e-05,9.77e-07,2.15e-06,4.83e-05,4.88e-06,-2.32e-05,8.4e-06,-4.88e-06,-3.26e-05,-4.67e-05,-3.4200000000000005e-05,1.95e-07,-6.45e-06,-3.85e-05,2.36e-05,2.64e-05,-1.66e-05,-3.3799999999999995e-05,-9.77e-07,2.21e-05,3.4200000000000005e-05,-1.37e-06,-1.37e-06,0.0
-1.15e-05,6.45e-06,-1.39e-05,1.5e-05,8.79e-06,-1.11e-05,5.86e-07,-2.8300000000000003e-05,-4.04e-05,-1.58e-05,-4.88e-06,-1.07e-05,5.67e-06,-1.19e-05,7.23e-06,1.5399999999999998e-05,-4.1e-06,5.86e-07,7.62e-06,-5.67e-06,-1.95e-07,-5.86e-07,-5.86e-07,0.0
2.52e-05,6.47e-05,-5.37e-05,8.4e-06,-1.47e-05,-6.84e-06,-2.87e-05,4.55e-05,-3.97e-05,2.32e-05,-1.35e-05,3.46e-05,-2.05e-05,-1.11e-05,-2.72e-05,-1.7e-05,1.31e-05,2.75e-05,1.04e-05,5.27e-06,-2.72e-05,-9.79e-05,-9.79e-05,0.0
-0.000101392,1.66e-05,-4.1e-06,1.31e-05,1.47e-05,-5.53e-05,-3.46e-05,-7.37e-05,3.89e-05,8.77e-05,5.68e-05,-1.76e-06,0.0002647129999999,-1.07e-05,3.61e-05,-4.04e-05,0.0001455429999999,-0.00010022,1.04e-05,9.71e-05,0.000100611,-6.45e-06,-6.45e-06,1.0
5.260000000000001e-05,-1.7800000000000002e-05,-1.37e-06,6.08e-05,0.000150232,0.000109206,6.11e-05,1.19e-05,1.95e-07,-3.32e-06,4.9e-05,2.25e-05,2.8300000000000003e-05,9.32e-05,1.7800000000000002e-05,-1.95e-07,4.08e-05,6.45e-06,4.75e-05,7.62e-06,-6.06e-06,-6.84e-06,-6.84e-06,0.0
1.32e-05,-8.88e-05,-2.02e-05,2.49e-05,-0.000207766,-0.000176703,-0.000159121,-0.000101099,0.0001819779999999,0.000119267,-3.3100000000000005e-05,-7.33e-06,-2.67e-05,-0.000186081,2.7300000000000003e-05,4.72e-05,7.18e-05,1.32e-05,3.96e-05,-1.44e-05,-1.26e-05,6.48e-05,6.48e-05,0.0
-4.86e-05,-7.23e-06,-6.04e-05,-3.34e-05,-1.31e-05,2.4e-05,3.929999999999999e-05,-1.76e-06,-1.37e-06,1.27e-05,8.4e-06,-2.17e-05,-9.77e-07,1.11e-05,-4.88e-06,2.9100000000000003e-05,-1.15e-05,8.4e-06,-1.86e-05,1.35e-05,-8.01e-06,1.93e-05,1.93e-05,0.0
1.93e-05,1.39e-05,1.58e-05,2.64e-05,-5.86e-07,1.31e-05,1.31e-05,2.95e-05,1.7800000000000002e-05,1.76e-06,5.86e-07,1.93e-05,-2.93e-06,-4.1e-06,-2.93e-06,-1.19e-05,3.71e-06,8.79e-06,-1.95e-07,-5.67e-06,-8.4e-06,-9.96e-06,-9.96e-06,0.0
-0.00032254,-1.4300000000000002e-05,4.08e-05,2.93e-06,-1.15e-05,3.03e-05,-0.000126398,0.000101392,-0.000271746,-8.58e-05,-9.2e-05,6.9e-05,0.00014359,2.09e-05,0.00011116,-9.18e-06,5.489999999999999e-05,-0.000205324,-3.81e-05,4.94e-05,0.000205714,6.84e-06,6.84e-06,1.0
-1.86e-05,-7.23e-06,-8.420000000000001e-05,5.22e-05,-6.23e-05,-5.489999999999999e-05,-6.82e-05,-5.86e-07,9.67e-05,2.87e-05,-2.72e-05,1.89e-05,3.58e-05,-0.0001658609999999,1.62e-05,-1.62e-05,9.67e-05,-3.26e-05,-0.000115849,2.05e-05,3.3e-05,1.5399999999999998e-05,1.5399999999999998e-05,1.0
0.00010569,5.8e-05,6.06e-06,0.000103736,0.000160781,6.579999999999999e-05,6.47e-05,8.97e-05,-0.000102955,9.57e-06,1.5e-05,-7.23e-06,-0.000174847,0.000129133,0.000144371,7.290000000000001e-05,-0.000159609,-0.000248694,1.47e-05,5.18e-05,0.000249084,3.4200000000000005e-05,3.4200000000000005e-05,1.0
4.3200000000000007e-05,-7.72e-05,-4.9e-05,-4.71e-05,4.75e-05,-6.06e-06,5.67e-06,-1.15e-05,-1.7e-05,-1.5399999999999998e-05,1.15e-05,-1.07e-05,-2.75e-05,-1.31e-05,3.5e-05,4.59e-05,-6.06e-06,5.53e-05,-1.5399999999999998e-05,-2.56e-05,-5.489999999999999e-05,-9.57e-06,-9.57e-06,0.0
-1.7800000000000002e-05,-3.3799999999999995e-05,-2.95e-05,-1.62e-05,-3.46e-05,-4.28e-05,-5.06e-05,-4.75e-05,-7.72e-05,-6.39e-05,-7.950000000000001e-05,-4.59e-05,-8.499999999999999e-05,-2.95e-05,-9.32e-05,-3.81e-05,-5.22e-05,0.000118974,-2.29e-05,2.72e-05,-0.000118584,-2.44e-05,-2.44e-05,0.0
-6.08e-05,3.71e-06,1.39e-05,1.66e-05,6.54e-05,-6.7e-05,0.000121319,-6.74e-05,1.19e-05,3.81e-05,7.87e-05,-4.63e-05,0.000102564,8.01e-06,6.51e-05,9.98e-05,3.85e-05,-4.71e-05,-1.7e-05,-5.720000000000001e-05,4.75e-05,9.2e-05,9.2e-05,0.0
-6.27e-05,-1.5399999999999998e-05,5.260000000000001e-05,1.7800000000000002e-05,-0.000113114,-5.27e-06,-0.000107253,3.11e-05,-1.5e-05,-2.93e-06,-7.91e-05,2.93e-06,-0.000145153,-2.13e-05,0.000102173,9.47e-05,5.96e-05,-6.659999999999999e-05,2.01e-05,7.829999999999999e-05,6.7e-05,0.00016547,0.00016547,1.0
-5.2900000000000005e-05,-4.36e-05,-3.07e-05,-8.79e-06,-9.77e-07,-1.31e-05,-1.7e-05,1.74e-05,-2.75e-05,-2.6e-05,-2.68e-05,5.489999999999999e-05,1.4300000000000002e-05,-8.4e-06,-4.88e-06,6.35e-05,1.82e-05,2.6e-05,4.08e-05,-2.56e-05,-2.56e-05,-3.929999999999999e-05,-3.929999999999999e-05,0.0
-4.49e-06,9.59e-05,4.83e-05,0.000106862,9.47e-05,0.000109597,8.97e-05,4.98e-05,-8.190000000000001e-05,-1.39e-05,2.01e-05,6.27e-05,-1.76e-06,3.15e-05,-2.09e-05,-6.35e-05,-1.86e-05,-2.13e-05,-1.66e-05,-8.690000000000001e-05,2.17e-05,2.56e-05,2.56e-05,0.0
5.18e-05,-3.54e-05,2.13e-05,-9.57e-06,8.22e-05,5.96e-05,-5.22e-05,-2.95e-05,0.000128742,3.15e-05,1.11e-05,-1.27e-05,-4.04e-05,0.000118584,7.62e-06,-1.15e-05,9.940000000000002e-05,-8.379999999999999e-05,3.2200000000000003e-05,0.000108425,8.420000000000001e-05,8.77e-05,8.77e-05,1.0
-0.000114286,-0.000103346,-7.87e-05,-9.2e-05,-0.000104127,-5.53e-05,0.000210794,9.77e-07,3.11e-05,-4.83e-05,-0.000174847,0.000310037,-0.000287375,-1.74e-05,-0.000188132,-0.000184225,-0.000142418,0.000319414,-0.000154139,-0.00024127,-0.000319023,-3.929999999999999e-05,-3.929999999999999e-05,1.0
-4.08e-05,-5.86e-07,3.34e-05,-6.45e-06,-0.000124444,-3.54e-05,-4.4e-05,-3.15e-05,9.08e-05,3.46e-05,-1.27e-05,-2.87e-05,1.74e-05,-5.33e-05,4.9e-05,4.28e-05,1.58e-05,-8.420000000000001e-05,3.61e-05,4.4e-05,8.46e-05,8.379999999999999e-05,8.379999999999999e-05,0.0
-3.97e-05,5.53e-05,-3.61e-05,-3.73e-05,-1.58e-05,-1.66e-05,-1.74e-05,1.66e-05,-3.18e-05,-2.36e-05,-4.2e-05,4.1e-06,4.51e-05,6.45e-06,-1.47e-05,6.74e-05,0.000181099,0.000131087,0.000128742,-4.49e-06,-0.000130696,-0.000113114,-0.000113114,0.0
4.94e-05,3.81e-05,6.78e-05,5.53e-05,7.329999999999999e-05,4.1e-06,2.8300000000000003e-05,0.000103736,-5.67e-06,1.07e-05,2.01e-05,8.3e-05,2.17e-05,2.64e-05,-4.83e-05,3.34e-05,-1.89e-05,1.76e-06,1.47e-05,-3.69e-05,-1.37e-06,-2.29e-05,-2.29e-05,1.0
2.4e-05,-0.000102173,-9.77e-07,-1.23e-05,2.4e-05,1.7800000000000002e-05,1.15e-05,9.96e-06,2.54e-06,1.15e-05,-5.67e-06,1.58e-05,-3.85e-05,3.07e-05,6.97e-05,-1.37e-06,-7.62e-06,3.3e-05,-6.06e-06,-4.63e-05,-3.26e-05,3.03e-05,3.03e-05,0.0
0.000694505,9.67e-05,2.4e-05,0.00011116,-0.000147888,-4.47e-05,2.29e-05,5.260000000000001e-05,0.00033348,0.000361221,0.000538608,6.9e-05,4.429999999999999e-05,1.76e-06,0.000134212,8.79e-06,0.000344029,0.000644884,-3.58e-05,-0.0001959459999999,-0.000644493,-0.000206105,-0.000206105,1.0
-4.94e-05,-4e-05,-6.45e-06,-2.93e-06,5.02e-05,2.4e-05,-2.21e-05,1.04e-05,-3.71e-06,2.29e-05,-2.32e-05,9.57e-06,1.47e-05,3.54e-05,-4.1e-06,1.07e-05,-0.000101392,-0.000175629,3.929999999999999e-05,3.3e-05,0.00017602,2.6e-05,2.6e-05,0.0
-5.76e-05,-3.71e-06,-2.29e-05,-3.69e-05,-5.37e-05,-4e-05,-2.32e-05,-3.3799999999999995e-05,1.95e-07,2.79e-05,-3.26e-05,7.23e-06,4.49e-06,-4.9e-05,-1.23e-05,9.77e-07,2.79e-05,1.7800000000000002e-05,1.07e-05,-2.93e-06,-1.74e-05,2.09e-05,2.09e-05,0.0
-3.81e-05,-3.46e-05,-5.67e-06,-1.7e-05,-1.23e-05,3.5e-05,-1.66e-05,2.25e-05,-6.659999999999999e-05,-4.429999999999999e-05,-5.67e-06,1.95e-07,1.27e-05,-8.4e-06,4.3200000000000007e-05,7.23e-06,5.67e-06,2.17e-05,-5.27e-06,9.57e-06,-2.13e-05,-1.82e-05,-1.82e-05,0.0
8.79e-06,-1.15e-05,-4e-05,-3.32e-06,5.22e-05,5.02e-05,5.610000000000001e-05,5.489999999999999e-05,5.5700000000000005e-05,7.290000000000001e-05,-1.07e-05,2.21e-05,4.36e-05,7.23e-06,-1.37e-06,-2.64e-05,-6.06e-06,-3.5e-05,-3.5e-05,-4.55e-05,3.54e-05,4.67e-05,4.67e-05,1.0
-0.000167814,-4.4e-05,-0.000102955,-1.37e-06,1.07e-05,0.000115067,0.000114676,0.000102173,-1.62e-05,0.000114676,-0.000116239,0.000135385,0.000177192,-0.0001455429999999,5.33e-05,-9.05e-05,-5.67e-06,-6.15e-05,-0.000272137,-0.000153748,6.19e-05,0.00032254,0.00032254,1.0
7.23e-06,-3.89e-05,-1.27e-05,-5.06e-05,-6.84e-06,1.07e-05,-4.47e-05,-5.22e-05,-3.32e-06,-1.37e-06,-2.05e-05,-8.73e-05,-1.37e-06,4.36e-05,1.66e-05,-3.34e-05,-1.27e-05,-1.66e-05,1.4300000000000002e-05,3.5e-05,1.7e-05,2.13e-05,2.13e-05,0.0
-3.32e-06,2.48e-05,5.22e-05,6.94e-05,4.49e-06,2.68e-05,6.39e-05,-1.62e-05,1.95e-07,-4.1200000000000005e-05,2.13e-05,-3.77e-05,5.27e-06,-3.65e-05,-6.45e-06,-4.1e-06,-1.62e-05,2.01e-05,-4.55e-05,-1.47e-05,-1.97e-05,7.4e-05,7.4e-05,0.0
-0.00037138,5.2900000000000005e-05,0.000191258,0.00022486,0.000103346,-5.5700000000000005e-05,7.6e-05,-0.000310037,-6.54e-05,-0.000248694,1.93e-05,4.9e-05,-0.000128352,-4.47e-05,-0.000287375,0.0001236629999999,0.000166642,6.86e-05,5.76e-05,0.000168987,-6.82e-05,0.000242051,0.000242051,1.0
-1.7800000000000002e-05,-1.62e-05,-1.7e-05,-5.37e-05,0.000117802,5.41e-05,-6.43e-05,2.87e-05,-9.12e-05,1.5e-05,5.27e-06,4e-05,5.88e-05,0.000152967,4.24e-05,6.579999999999999e-05,7.56e-05,-5.84e-05,5.8e-05,4.79e-05,5.88e-05,2.56e-05,2.56e-05,1.0
-5.1e-05,-4.1e-06,-3.03e-05,-1.5399999999999998e-05,-2.64e-05,1.95e-07,1.11e-05,-1.93e-05,-3.61e-05,-5.02e-05,-3.61e-05,-5.27e-06,5.27e-06,-4.28e-05,1.47e-05,-3.54e-05,-1.07e-05,1.37e-06,-1.47e-05,6.06e-06,-9.77e-07,-4.55e-05,-4.55e-05,0.0
-9.57e-06,5.86e-07,8.4e-06,5.27e-06,1.23e-05,-3.71e-06,9.18e-06,-2.36e-05,1.95e-07,-7.23e-06,-1.66e-05,-4.88e-06,-3.2200000000000003e-05,1.7e-05,-1.07e-05,-7.62e-06,4.88e-06,2.54e-06,3.2200000000000003e-05,-9.57e-06,-2.15e-06,-2.54e-06,-2.54e-06,0.0
6.84e-06,-5.18e-05,-0.000149841,-0.000129915,-0.000468669,-0.000163907,-0.000313162,-4.24e-05,0.000256508,0.000246349,4.88e-06,-6.06e-06,0.000258462,-0.000253773,-3.54e-05,-5.920000000000001e-05,6e-05,5.33e-05,5.84e-05,2.75e-05,-5.2900000000000005e-05,-0.000147497,-0.000147497,1.0
2.05e-05,3.2200000000000003e-05,-5.14e-05,-3.32e-06,2.29e-05,4.75e-05,4.1200000000000005e-05,3.34e-05,-5.27e-06,4.71e-05,-8.89e-05,4.16e-05,-1.7e-05,-8.79e-06,-4.1e-06,-5.53e-05,1.4300000000000002e-05,3.18e-05,-4.55e-05,-3.81e-05,-3.15e-05,8.809999999999999e-05,8.809999999999999e-05,1.0
-3.71e-06,4.67e-05,4.36e-05,6.08e-05,-1.95e-07,6.06e-06,1.82e-05,1.04e-05,-1.82e-05,-6.45e-06,-1.23e-05,-2.32e-05,2.95e-05,-2.44e-05,-2.99e-05,4.1e-06,-1.15e-05,4.1e-06,-1.15e-05,1.7800000000000002e-05,-3.71e-06,6e-05,6e-05,0.0
6.709999999999999e-05,-3.22e-06,-0.000497289,9.08e-06,-0.000285714,9.7e-05,-0.000418755,0.000264029,0.00028337,-0.000293333,-0.00016674,-3.08e-05,0.0003243959999999,-0.0001550179999999,5.01e-05,0.000654359,4.89e-05,-0.000344908,-0.000231209,0.000341978,0.000345495,9.29e-05,9.29e-05,1.0
-0.000178755,6.84e-06,8.01e-06,0.000106471,-0.000110769,-0.000131477,-4.88e-06,-0.00014398,-0.000218608,-0.0002365809999999,-0.000122882,-4.71e-05,7.329999999999999e-05,-0.000215092,0.000159609,0.000121709,6.35e-05,4.4e-05,0.0001346029999999,-8.499999999999999e-05,-4.36e-05,-0.0001049079999999,-0.0001049079999999,1.0
0.000135678,2.32e-05,-6.18e-05,-0.00032967,-7.879999999999999e-05,-2.7300000000000003e-05,1.2e-05,1.0800000000000002e-05,0.000218315,0.000223004,0.000132161,4.3700000000000005e-05,-8.759999999999999e-05,7.33e-06,-6.48e-05,-6.07e-05,3.55e-05,8.82e-05,-7.33e-06,6.829999999999999e-05,-8.759999999999999e-05,-6.709999999999999e-05,-6.709999999999999e-05,0.0
-3.5e-05,1.76e-06,8.01e-06,5.27e-06,-1.58e-05,-1.31e-05,-2.8300000000000003e-05,-5.67e-06,-4.71e-05,-3.929999999999999e-05,-4.98e-05,-1.76e-06,-1.5399999999999998e-05,-1.39e-05,6.84e-06,2.15e-06,2.54e-06,-6.45e-06,2.15e-06,5.86e-07,6.84e-06,1.11e-05,1.11e-05,0.0
-3.11e-05,-2.15e-06,-0.0003534069999999,-0.000125617,-9.71e-05,0.000134212,-0.000300269,0.000202589,-6.659999999999999e-05,0.000196337,2.99e-05,0.000124054,0.000130305,3.58e-05,-1.97e-05,2.13e-05,-8.540000000000002e-05,-0.000229939,-0.0003041759999999,0.000226032,0.00023033,7.09e-05,7.09e-05,1.0
-5.660000000000001e-05,6.18e-05,5.539999999999999e-05,3.3100000000000005e-05,-4.66e-05,-6.12e-05,9.08e-06,-6.74e-06,-1.47e-06,2.9e-05,-4.13e-05,4.19e-05,3.84e-05,8.5e-06,-0.000105788,-9.82e-05,1.55e-05,6.3e-05,-5.660000000000001e-05,-2.49e-05,-6.24e-05,3.14e-05,3.14e-05,0.0
1.66e-05,4.51e-05,2.13e-05,3.07e-05,8.73e-05,0.000113114,9.24e-05,5.68e-05,1.86e-05,5.06e-05,0.000102955,2.68e-05,-1.82e-05,0.000112332,-7.62e-06,2.25e-05,-4.83e-05,-8.22e-05,2.36e-05,-6.74e-05,8.26e-05,2.4e-05,2.4e-05,0.0
-7.09e-05,7.87e-05,-8.01e-06,5.8e-05,-2.54e-06,2.56e-05,4.4e-05,-5.260000000000001e-05,-4.63e-05,-1.47e-05,-3.73e-05,-7.09e-05,6.39e-05,-6.84e-06,1.89e-05,3.07e-05,4.59e-05,-2.87e-05,5.37e-05,-4.49e-06,2.9100000000000003e-05,6.94e-05,6.94e-05,1.0
-0.000188132,-9.57e-06,-0.000170159,-0.00014359,-0.000107643,7.72e-05,-7.23e-06,4e-05,-1.5e-05,0.00012757,-7.759999999999999e-05,0.000188132,9.83e-05,-0.0001768009999999,-4.2e-05,-0.000296752,1.74e-05,1.95e-07,-9.16e-05,-5.41e-05,1.95e-07,-0.000131868,-0.000131868,0.0
5.720000000000001e-05,2.87e-05,0.000115849,7.329999999999999e-05,9.71e-05,-4.55e-05,0.000126398,-5.37e-05,-1.7e-05,-0.000189304,-6.19e-05,-9.16e-05,-0.000114286,2.79e-05,-4.98e-05,0.000190867,-0.000119756,5.27e-06,0.000102173,-0.000124054,-4.88e-06,8.499999999999999e-05,8.499999999999999e-05,1.0
8.190000000000001e-05,1.62e-05,2.64e-05,-1.15e-05,2.99e-05,-0.000136557,0.000106471,-0.00013265,7.48e-05,1.37e-06,-0.000121709,-0.000158046,-0.000306129,-4.4e-05,-6.11e-05,7.290000000000001e-05,-0.000124835,3.32e-06,0.000125617,-6.08e-05,-2.93e-06,9.28e-05,9.28e-05,1.0
2.64e-05,-6.45e-06,-3.26e-05,-2.68e-05,5.02e-05,-5.67e-06,0.000113504,9.12e-05,2.21e-05,2.79e-05,9.18e-06,4.2e-05,2.6e-05,3.3e-05,-1.5399999999999998e-05,-9.18e-06,-2.72e-05,6.27e-05,-1.27e-05,-6.94e-05,-6.23e-05,-0.000108425,-0.000108425,1.0
-3.97e-05,-2.99e-05,-1.58e-05,-1.04e-05,1.93e-05,2.09e-05,-0.000106471,4.47e-05,-0.000180317,-0.000112332,-0.000242833,3.61e-05,-0.000266667,-1.4300000000000002e-05,-2.15e-06,5.22e-05,-5.68e-05,-1.07e-05,7.91e-05,4.04e-05,1.11e-05,6.19e-05,6.19e-05,0.0
-0.000502271,0.000299096,1.89e-05,0.0003116,0.000444444,-0.000247912,0.000278779,-0.000172894,-0.000472576,7.09e-05,0.000148669,-4.79e-05,0.0008578269999999,-3.34e-05,0.0004487419999999,9.01e-05,0.000362784,-0.000580806,0.000147888,0.000190476,0.000581197,-0.000190867,-0.000190867,1.0
-0.000339341,7.87e-05,0.000109206,0.000306129,0.000109597,0.0001928209999999,8.89e-05,-0.000407717,-0.000190085,-0.000323712,3.3799999999999995e-05,-7.01e-05,0.000106081,0.000108816,2.95e-05,3.81e-05,0.000180317,-9.87e-05,0.000180317,-0.0001099879999999,9.9e-05,0.000211575,0.000211575,1.0
-3.3100000000000005e-05,2.55e-05,4.72e-05,5.89e-05,0.000158535,0.000137436,0.000146227,-2.9e-05,-0.000133333,-0.00018315,-3.81e-06,-4.95e-05,-3.43e-05,5.95e-05,-1.47e-06,-3.6e-05,-3.3100000000000005e-05,2.9600000000000005e-05,-5.479999999999999e-05,2.26e-05,-2.9e-05,5.3e-05,5.3e-05,0.0
-4.1e-06,6.620000000000001e-05,6.82e-05,9.940000000000002e-05,1.11e-05,7.37e-05,-7.09e-05,-4.3200000000000007e-05,-0.00018149,-0.000118193,-5.02e-05,-5.720000000000001e-05,-7.829999999999999e-05,1.5399999999999998e-05,0.000106862,9.4e-05,4.94e-05,-2.95e-05,6.15e-05,0.000113114,2.99e-05,0.000151795,0.000151795,0.0
-3.71e-06,-2.72e-05,1.37e-06,-3.07e-05,-4.47e-05,-4.36e-05,-1.58e-05,-3.03e-05,1.95e-07,-3.69e-05,-2.75e-05,-1.82e-05,-2.13e-05,-4.98e-05,8.4e-06,1.93e-05,-1.58e-05,2.9100000000000003e-05,1.4300000000000002e-05,1.39e-05,-2.87e-05,-1.5399999999999998e-05,-1.5399999999999998e-05,0.0
8.46e-05,3.34e-05,-0.0001455429999999,-0.000151013,3.26e-05,9.77e-07,0.000111551,-8.73e-05,0.000146716,0.000204151,6.659999999999999e-05,-3.54e-05,-1.27e-05,0.000155702,6.82e-05,-5.86e-07,1.4300000000000002e-05,-7.01e-05,8.690000000000001e-05,-6.82e-05,7.049999999999999e-05,-7.23e-06,-7.23e-06,1.0
2.36e-05,-2.99e-05,2.6e-05,-3.34e-05,-0.000118584,-9.28e-05,-0.000128352,0.000112332,-8.89e-05,-6.04e-05,-0.000155702,1.47e-05,-0.000129915,-7.049999999999999e-05,3.3799999999999995e-05,5.67e-06,1.7e-05,0.000117021,-1.4300000000000002e-05,9.01e-05,-0.00011663,-6.31e-05,-6.31e-05,1.0
-0.000189304,-0.000211184,5.41e-05,-2.09e-05,0.000158437,0.000800781,0.000716386,0.000911355,0.000109206,0.00030652,0.000854701,0.000472967,0.000388181,0.000555018,-0.000211184,-0.00013851,-0.00024127,0.0004405369999999,0.000140855,-0.000253773,-0.0004401469999999,-0.0008836139999999,-0.0008836139999999,1.0
-2.01e-05,2.29e-05,-9.2e-05,1.5e-05,1.58e-05,-4.51e-05,1.37e-06,2.4e-05,7.79e-05,0.000148278,-9.24e-05,0.000155311,3.97e-05,-4.16e-05,-2.29e-05,6.31e-05,3.2200000000000003e-05,-8.109999999999999e-05,0.00017094,-0.000103346,8.149999999999999e-05,-2.87e-05,-2.87e-05,1.0
4.3200000000000007e-05,-1.5399999999999998e-05,1.47e-05,1.5399999999999998e-05,1.95e-07,8.01e-06,-2.48e-05,-1.76e-06,2.13e-05,-1.7e-05,2.54e-06,-2.4e-05,-2.95e-05,1.04e-05,2.29e-05,2.29e-05,1.04e-05,-1.95e-07,3.4200000000000005e-05,4.1200000000000005e-05,5.86e-07,-3.71e-06,-3.71e-06,0.0
7.23e-06,-5.45e-05,6.74e-05,-2.79e-05,-1.39e-05,4.94e-05,-1.15e-05,-2.48e-05,-9.96e-06,-9.59e-05,3.65e-05,-5.86e-07,1.15e-05,2.13e-05,-3.85e-05,-7.72e-05,-4.51e-05,7.01e-05,-6.7e-05,-1.19e-05,-6.97e-05,-1.95e-07,-1.95e-07,0.0
-9.57e-06,-2.56e-05,-1.39e-05,-9.57e-06,9.18e-06,1.23e-05,-4.94e-05,3.61e-05,-4.79e-05,-2.8300000000000003e-05,-1.89e-05,3.11e-05,2.95e-05,2.17e-05,6.06e-06,-2.87e-05,3.34e-05,3.15e-05,1.19e-05,4.71e-05,-3.11e-05,-8.85e-05,-8.85e-05,0.0
1.95e-07,8.79e-06,1.35e-05,1.7e-05,1.47e-05,-4.2e-05,8.01e-06,-4.98e-05,4.63e-05,2.32e-05,-5.27e-06,-2.9100000000000003e-05,-2.13e-05,-7.62e-06,-1.86e-05,7.56e-05,1.07e-05,-3.15e-05,0.000108816,-2.4e-05,3.18e-05,1.7e-05,1.7e-05,0.0
-3.3e-05,3.69e-05,5.260000000000001e-05,6.11e-05,-3.3e-05,9.77e-07,-3.4200000000000005e-05,3.929999999999999e-05,-4.86e-05,-1.97e-05,-1.7800000000000002e-05,-5.86e-07,-2.93e-06,-1.47e-05,9.08e-05,8.499999999999999e-05,0.0001236629999999,9.57e-06,2.56e-05,4.16e-05,-9.18e-06,7.09e-05,7.09e-05,0.0
-3.46e-05,8.26e-05,2.6e-05,8.190000000000001e-05,-4.94e-05,-8.809999999999999e-05,-7.09e-05,-0.000118974,-1.74e-05,5.67e-06,-3.3799999999999995e-05,-4.24e-05,-2.87e-05,1.39e-05,-2.01e-05,7.87e-05,5.76e-05,-4.08e-05,0.000137729,8.79e-06,4.1200000000000005e-05,3.81e-05,3.81e-05,0.0
1.76e-06,-4.51e-05,-0.000120147,0.000240488,2.56e-05,1.76e-06,5.65e-05,-2.9100000000000003e-05,-3.97e-05,1.95e-07,1.95e-07,-6.15e-05,-0.000143199,-0.0001834429999999,-1.93e-05,9.36e-05,-9.12e-05,4.71e-05,4.08e-05,0.000117802,-4.67e-05,-3.58e-05,-3.58e-05,1.0
-3.77e-05,-6.7e-05,4.36e-05,-0.0001236629999999,0.000130696,-0.000100611,0.00011663,-5.86e-07,0.0001049079999999,0.000154139,-7.68e-05,1.35e-05,-0.000136947,0.000102955,3.5e-05,7.87e-05,7.950000000000001e-05,-4.3200000000000007e-05,2.48e-05,-5.68e-05,4.36e-05,0.000228767,0.000228767,0.0
